model_key,structural_model_id,raw_model_id,source_group,family_group,vf_group,weight,measured_vf,height,performance_source_file,performance_sheet,source_block_index,structural_excel_row,crosswalk_status,x__Type,x__Source,x__Target VF,x__Actual VF,x__Node 개수,x__Strut 개수,x__Global: Strut No. at Nodes-AVG,x__Global: Strut No. at Nodes-STDEV,x__Node: Strut count - AVG,x__Node: Strut count - STDEV,x__Global: Length - AVG,x__Global: Length - STDEV,x__Global: Angle-Z (weighted with length)-AVG,x__Global: Angle-Z (weighted with length)-STDEV,x__Node: Length - AVG,x__Node: Length - STDEV,x__Node: Angle-Z (weighted with length)-AVG,x__Node: Angle-Z (weighted with length)-STDEV,x__Global: l/d AVG,x__Global: l/d STDEV,x__Node: l/d AVG,x__Node: l/d STDEV,x__Global: Angle-X (weighted with length)-AVG,x__Global: Angle-X (weighted with length)-STDEV,x__Node: Angle-X (weighted with length)-AVG,x__Node: Angle-X (weighted with length)-STDEV,x__Global: Angle-Y (weighted with length)-AVG,x__Global: Angle-Y (weighted with length)-STDEV,x__Node: Angle-Y (weighted with length)-AVG,x__Node: Angle-Y (weighted with length)-STDEV,x__connected_components,x__maxwell_index_M_3D,x__total_strut_length_mm,x__mean_radius_mm,x__std_radius_mm,x__mean_diameter_mm,x__surface_area_mm2,x__surface_to_solid_volume_1_per_mm,x__solid_volume_mm3_approx,x__bbox_x_mm,x__bbox_y_mm,x__bbox_z_mm,x__mass_center_x_mm,x__mass_center_y_mm,x__mass_center_z_mm,y__Modulus,y__Com. Strength,y__Com. strain,y__APS,y__AS,y__Yield strength,y__Yield strain,y__LCC,y__EAS,y__Densif. strength,y__Densifi. strain,y__EAE,y__SE,y__Total energy,y__SEA,y__Max. Plateau stress
VF30_L7,VF30_L7. 3D Chiral Metamaterial,L7,bcl,L,30,11.3626,0.34646829488540204,30.05,New_VF30.xlsx,VF30,28,227,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4926289916005956,2016,3600,3.571428571428572,1.879458541650697,3.571428571428572,1.879458541650697,2.770187705353509,0.7590916533975167,30.00000000000071,25.28180344839768,2.657522268244215,0.3630447702452155,29.91013173707566,21.67949256041912,2.125779045500491,0.5825096715606279,2.039322151299335,0.278592300324766,30.00000000000069,25.28180344839774,29.99909588119801,21.7382579846369,30.00000000000082,25.28180344839776,30.09077238172632,21.80062837527972,1,-2442,9972.675739272516,0.65157,0,1.30314,40827.48675726655,3.069509032030327,13300.98277321608,30,30,30,0.04392779060765765,0.1043305525611172,-0.01647497134589313,260.2,19.97938144531181,0.8106917864861255,7.077553803333445,6.705156207569916,11.961973160676251,0.04796300112838844,0.42759206985303216,0.10773649659411585,3.30317221326985,0.11372007267580941,33.56037936371293,0.35424288898564493,0.7625108512275054,1.8149108453565101,7.077553803333445
VF30_L8,VF30_L8. 3D chiral,L8,bcl,L,30,10.7813,0.32973084725274643,29.96,New_VF30.xlsx,VF30,29,230,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4896311802705618,726,1820,5.013774104683195,2.518308753482471,5.013774104683195,2.518308753482471,4.506945432483123,2.449169454637682,23.27528880061441,22.48663886123596,3.896871927699193,1.410554964112068,10.29118770462183,15.92861356819762,3.146209725991709,1.709716896780231,2.72032944342003,0.9846806032195935,33.36235559969351,36.95769520408713,39.85440614768908,10.2300342036438,33.36235559969351,36.95769520408711,39.85440614768908,10.2300342036438,1,-352,8202.640687119203,0.71625,0,1.4325,36914.60207275439,2.792321116928447,13220.04186730517,30,30,30,2.541369892306022e-16,-3.209238430557093e-17,-1.222980050563649e-16,263.5,19.71304794245592,0.8023973009716411,11.564479396400682,8.1632467303507,12.636569193882,0.04992734102504563,0.5252761980406335,0.05225428831605082,0.404370214204224,0.07402613942290945,41.4103732420269,0.5866408599095579,0.6042936406045506,1.5113366407818263,11.564479396400682
VF30_L9,VF30_L9. Honeycomb Auxetic,L9,bcl,L,30,9.1284,0.28002041594728977,29.87,New_VF30.xlsx,VF30,30,233,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.3,0.4392057884489304,1332,2866,4.303303303303303,1.171110252170517,4.303303303303303,1.171110252170517,3.600660675647872,0.5742239850013297,45.24361331491303,27.34859749376971,3.499625138203285,0.4435487157662441,48.8256701575321,13.38527026584204,2.976736669682434,0.4747222098225278,2.89320861293261,0.3666904065527812,22.37819334254288,29.57628153967875,20.58716492123395,7.746943172549872,22.37819334254288,29.57628153967852,20.58716492123395,7.746943172549872,1,-1124,10319.49349640676,0.6048,0,1.2096,39214.80254008307,3.306878306878307,11858.55628812112,30,30,30,2.818925648462312e-16,-3.729655473350135e-17,0,115.64,8.88824081083213,0.817507743568439,2.429420137215178,2.457659474861572,5.158354042000789,0.04656700034781641,0.43507774465319504,0.36336352927898447,1.1903893943078743,0.3591883595711174,27.650685069945602,0.27332969357158227,0.8827626751599418,2.5997227330446426,2.429420137215178
VF30_VF30_C100_R,VF30_VF30_C100_R,CP_VF30_C100R.csv,voronoi,VORONOI,30,11.0475,0.4329846911465016,30.08,Voronoi_Summary.xlsx,Raw data,3,294,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.5369331984580017,567,1079,3.809523809523809,0.6558092826766223,3.809523809523809,0.6558092826766223,3.245954021129658,2.371164769718549,30.83248609167294,24.59709936422646,3.267651128335872,1.273689384192333,31.17222688075232,14.78095893027992,1.5666865754414,1.145892893998155,1.578575478066572,0.6153089022033034,32.97112807102171,25.80330378022404,32.1870226740999,14.90984057908171,31.50380811699608,24.5119968975474,32.12358720538572,15.89827783550791,1,-616,3502.384388798905,1.034999964758754,0,2.069999929517508,22776.34391088584,1.932367215554617,11786.75757255005,28,28,28,-0.8226952614086547,0.2239666769800431,0.4339004866799415,184.18,9.109893548429937,0.05791606959638464,6.149549527761071,5.375870930309556,8.46835174924473,0.04794266534106548,0.4736100965087107,0.09587937649800354,0.1283083598370414,0.109678037681491,59.01134740741367,0.6750407669495685,0.5896149744653236,1.122971487161415,6.149549527761071
VF30_VF30_C100_U,VF30_VF30_C100_U,CP_VF30_C100U.csv,voronoi,VORONOI,30,11.4449,0.4479642929989753,30.12,Voronoi_Summary.xlsx,Raw data,4,295,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.5031929019553136,519,980,3.780346820809249,0.6471791144065475,3.780346820809249,0.6471791144065475,3.301265903946299,1.46881459184693,31.87590047802366,29.70404016578839,3.325900324479157,0.8452865982902183,31.94578448222452,12.9909252614395,1.581811601767967,0.705735316852231,1.595155997465303,0.405413228086095,30.62353565207997,29.06322450280069,30.85665041127902,13.59548612052121,32.27092912350547,30.443041273917,32.44102937490591,12.84253835894615,1,-571,3235.240585867374,1.042500021867454,0,2.085000043734908,21191.54024368447,1.918465187576068,11046.09058372304,28,28,28,-0.06355062680404187,0.06678065209330003,0.06575718621514845,244.28,12.55060349695122,0.0633057550125852,7.189588685259467,6.589000488305069,11.16160390045069,0.04756870321975654,0.5295359325696638,0.1027452901765864,0.1488213853393426,0.1121105358890792,52.49947135933073,0.5728480456741345,0.7386963757172861,1.359863560427873,7.189588685259467
VF30_VF30_C200_R,VF30_VF30_C200_R,CP_VF30_C200R.csv,voronoi,VORONOI,30,12.1587,0.4766944306670677,30.07,Voronoi_Summary.xlsx,Raw data,5,296,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.5258838770744352,1219,2339,3.857260049220673,0.6591301730525166,3.857260049220673,0.6591301730525166,2.442484807707741,1.879604727032855,32.15599914644888,24.00911101923276,2.429671045190637,1.061218727829476,32.2589203963705,14.80805830321739,1.483720577173047,1.14839067332075,1.482862994000532,0.6476769697501097,32.01973696045179,24.52152080781272,31.68551735826901,16.01925867794121,31.68262627147573,24.16187936083949,32.0129298246929,15.38372706711296,1,-1312,5712.971965228408,0.8192500099539757,0,1.638500019907951,29407.521051217,2.441257217820915,12046.05595696564,28.4,28.4,28.4,-0.1835557969019764,-0.04779506827023523,0.2438377535432684,188.43,11.88741949163734,0.7909535848994288,2.720782732773857,2.923945596709286,8.367810975485895,0.04632438636268128,0.6140940918506476,0.3952363188641473,0.4428646477276658,0.3677743364790764,24.59697496808493,0.2288791721944275,1.075352151730675,1.860301758402704,2.720782732773857
VF30_VF30_C200_U,VF30_VF30_C200_U,CP_VF30_C200U.csv,voronoi,VORONOI,30,10.5603,0.4133402059744584,30.12,Voronoi_Summary.xlsx,Raw data,6,297,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.486010636130649,1092,2077,3.805860805860806,0.6385438944036606,3.805860805860806,0.6385438944036606,2.537386957832317,1.132750171057525,32.07929740357463,28.38132524672647,2.517723309469709,0.6697568335232131,32.47728343418427,13.72466009072236,1.546471927374354,0.6913042502992149,1.535197110592962,0.4083883053222765,31.23607377766665,27.81740672911836,30.88966282976127,13.81382088516001,32.11154879391796,28.71869912795693,32.35445244558276,13.34879113793838,1,-1193,5270.152711417727,0.8200000156648457,0,1.640000031329691,27152.9443067529,2.439024343650074,11132.70737844203,28.4,28.4,28.4,0.01114761337239325,-0.09696615510856817,-0.03659133655420606,225.6,12.06969178603731,0.05886798702697207,4.009881123678777,4.159848959151546,11.53206631672607,0.05309109459669318,0.3952541024406882,0.7135085382378882,1.747282775261525,0.6877856497095749,34.46524594740541,0.3322273008095837,2.861084419063745,5.708155385722058,4.009881123678777
VF30_VF30_C400_R,VF30_VF30_C400_R,CP_VF30_C400R.csv,voronoi,VORONOI,30,10.8146,0.4234343327703634,30.11,Voronoi_Summary.xlsx,Raw data,7,298,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.5158560037566543,2406,4753,3.966749792186201,0.5314789248475704,3.966749792186201,0.5314789248475704,1.932990755284367,1.44199926501105,31.84090321514355,23.3645686458914,1.932023065100632,0.7620390604266325,32.18597640272557,14.23193951163027,1.481939760532091,1.109874268374993,1.486171584493102,0.5861838910400866,31.59680713190743,23.29753263586833,31.78547524549835,14.10130328573329,33.0581253031213,23.36763170967595,32.68230869891633,14.38690975519442,1,-2459,9187.505059866606,0.6500000017695129,0,1.300000003539026,37522.41802331305,3.076923068546684,12194.78589077495,28.7,28.6,28.6,0.1082330418681898,-0.01954779320066418,0.2917249155605718,193.49,10.62738576382855,0.7088348361193628,5.596998255128941,5.349449152063705,9.236641453994194,0.04968505199448728,0.5092194316464136,0.1575392930192668,1.653148896595552,0.1648295222701432,50.33645405317958,0.526658049261647,0.881747148143083,1.717239072136082,5.596998255128941
VF30_VF30_C400_U,VF30_VF30_C400_U,CP_VF30_C400U.csv,voronoi,VORONOI,30,11.0754,0.4336456835356724,30.11,Voronoi_Summary.xlsx,Raw data,8,299,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.468448344625662,2155,4226,3.924825986078886,0.4308344183960264,3.924825986078886,0.4308344183960264,2.010389855517882,0.8103098522614258,32.47874150678926,28.32866317716748,2.017171654708313,0.4731631002713773,32.460998298617,9.59756465210454,1.551496567484401,0.6264951305081353,1.55766155096504,0.3653769211498839,31.68099078446819,27.81973889445894,31.93674325785506,10.44133296968686,31.54191057057688,27.57821878700727,31.83747337300261,10.77960260247881,1,-2233,8495.907529418597,0.6474999827332795,0,1.294999965466559,34564.43055887842,3.088803171171431,11190.2340950297,28.8,28.8,28.8,-0.02661675955523244,-0.03753362819722908,0.02536375618894108,252.28,14.65610242845352,0.780345231413871,5.127912846222525,5.201624039503403,11.63264073866766,0.04809680896285793,0.2673234289811405,0.6016239646561865,3.997118844123688,0.5930984695407391,35.4911823583118,0.349882437793771,3.085075256955785,5.866829957311544,5.127912846222525
VF30_VF30_C50_R,VF30_VF30_C50_R,CP_VF30_C50R.csv,voronoi,VORONOI,30,10.5517,0.4134153620675632,30.09,Voronoi_Summary.xlsx,Raw data,1,292,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.5587900249927582,275,503,3.687272727272727,0.7856037116585766,3.687272727272727,0.7856037116585766,4.206597593622343,3.029122245655693,32.35993020624092,26.15473625986212,4.235579157857293,1.697634046484019,32.48052937979013,17.72493696256499,1.58742192788286,1.155137346793075,1.610486370166399,0.6454882299439865,29.98214094385808,24.80356891315923,29.52025377296581,15.81145650548239,32.47029545593287,25.01393471561659,32.7045770736712,16.20429259459481,2,-316,2115.91858959204,1.315000001341105,0,2.63000000268221,17482.541818036,1.520912545977412,11494.77125708163,27.4,27.4,27.4,-0.4078230765493938,0.4846184685930248,0.2973598105236847,226.22,10.34740885385549,0.04817291720584324,7.167653454584276,5.789019327328425,10.10552137415498,0.04664417011378608,0.5025383013589668,0.05267694556131694,0.1343819331669545,0.06522177064552419,55.94656023639589,0.6927003229328833,0.3775700908295212,0.7531539185672804,7.167653454584276
VF30_VF30_C50_U,VF30_VF30_C50_U,CP_VF30_C50U.csv,voronoi,VORONOI,30,10.6856,0.41824456738546,30.12,Voronoi_Summary.xlsx,Raw data,2,293,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.5281373512189436,272,482,3.544117647058823,0.8579357966226532,3.544117647058823,0.8579357966226532,4.071295395324984,2.017663648326178,30.45740659416427,30.12110818718835,3.950115543486058,1.289866744706255,31.38786448343246,19.0733701127649,1.533444616321945,0.7599486548254504,1.487802486885091,0.4858255231771591,31.05707697556665,30.7065543780151,29.95487565310794,18.82329884145242,32.15988923218046,31.1920199968399,32.25067331509015,17.91562541984206,1,-328,1962.364380546641,1.32749998010695,0,2.6549999602139,16367.94073454644,1.506591359676608,10864.22049975107,27.4,27.4,27.4,-0.1858887366827393,-0.008960854754509813,-0.01292933905063547,280.26,12.75170976319714,0.05492929623106099,6.95663236549359,6.572134423538198,11.34370847684412,0.04244589649666524,0.5720344768457786,0.1119582760275561,0.1328303100333035,0.1185083134953372,51.53924097697169,0.5455450676560418,0.7788525665981622,1.535669337765385,6.95663236549359
VF30_VF30_C800_R,VF30_VF30_C800_R,CP_VF30_C800R.csv,voronoi,VORONOI,30,11.7618,0.4606739534042709,30.1,Voronoi_Summary.xlsx,Raw data,9,300,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.5012343057346702,4780,9530,4.014644351464435,0.5144846692261046,4.014644351464435,0.5144846692261046,1.548499590731609,1.130622057747857,32.42977131007703,23.74786069974524,1.545872928511195,0.6014845181808278,32.25589562735095,14.00374651550117,1.498894654216022,1.1025054411066,1.505231643639745,0.5856713790810338,31.55397775956315,23.60269758937267,31.67033896204607,13.79781786536976,32.47267535046201,23.73662625670002,32.70846711542772,14.17256230984786,1,-4804,14757.20109967223,0.5135000101290643,0,1.027000020258129,47612.86559464841,3.894839261049508,12224.60348256287,29,29,29,-0.05416133225524124,0.146113170658107,0.2767236136086724,162.13,10.75718633305655,0.7163498730051393,4.880916319803642,4.805839886493085,7.983472368254977,0.05120037134400982,0.1954788366381524,0.5074916478883142,3.81084179511869,0.5154196404469998,44.67562183732807,0.4537354070743121,2.477024266342116,4.43413967744335,4.880916319803642
VF30_VF30_C800_U,VF30_VF30_C800_U,CP_VF30_C800U.csv,voronoi,VORONOI,30,12.578,0.4921515099285466,30.13,Voronoi_Summary.xlsx,Raw data,10,301,eligible_exact_model_label_join,Imported,Voronoi_30 mm_merge.xlsx,0.3,0.461392627098026,4372,8643,3.956541628545288,0.364189415440413,3.956541628545288,0.364189415440413,1.577838375749519,0.6338803219208544,31.63376805639128,26.51013995487748,1.583148190171863,0.3520784892691137,31.85391290085625,9.745730513903505,1.538413364746456,0.6192426509680151,1.544534812101638,0.343491207357705,32.0962982313618,27.26226024810478,32.21644392644159,9.053821637624532,32.46144223428961,27.29710663990604,32.61238972596103,9.014528570797754,1,-4467,13637.257081603,0.512500002514571,0,1.025000005029142,43913.7745447087,3.902439005243005,11252.90478229376,29,29,29,-0.03715293541097996,0.03096995380688503,0.03831368298609075,181.03,11.42376302581798,0.7669683517345127,5.796175728663804,5.703583506927886,9.166102348778853,0.05256410347696221,0.2142238167682609,0.5901132860294376,4.334708499915124,0.5996932106790863,49.92736188625105,0.5073788484201139,3.420400305645867,5.731270162061669,5.796175728663804
VF45_B1,VF45_B1. SC,B1,bcl,B,45,15.556822709163344,0.4751490927201041,30.0,New_VF45.xlsx,Sheet1,1,153,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.9492986671658945,216,540,5,0.8183932073645682,5,0.8183932073645682,6,0,30,42.42640687119285,6,0,30,7.567371821119256,1.890537858020607,0,1.890537858020607,0,30,42.42640687119285,30,7.567371821119256,30,42.42640687119285,30,7.567371821119256,1,-102,3240,1.58685,0,3.1737,32304.3312392213,1.260358572013738,25631.06401347915,30,30,30,-5.689893001203927e-16,-3.854555563620465e-15,6.83481049534862e-16,556.12,40.73575189789392,0.1482232608900047,35.084176994711285,29.338251502434506,25.86322709475929,0.048489927556671364,0.2851764018249052,0.15341091518024524,0.6079962969834913,0.18345659422333804,72.02089107369913,0.8612625362274257,5.382295701104365,9.341366591792534,35.084176994711285
VF45_B2,VF45_B2. SC8,B2,bcl,B,45,16.710782347041125,0.510394263615462,30.0,New_VF45.xlsx,Sheet1,2,156,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7980667115105651,1331,3630,5.454545454545454,0.6682937537889932,5.454545454545454,0.6682937537889932,3,0,30,42.42640687119285,3,0,30,5.953579829141026,1.890073334845392,0,1.890073334845392,0,30,42.42640687119285,30,5.953579829141026,30,42.42640687119285,30,5.953579829141026,1,-357,10890,0.79362,0,1.58724,54302.56599073926,2.520097779793855,21547.80121078526,30,30,30,-3.243932900076629e-16,-5.204170427930421e-18,-6.245004513516506e-17,588.34,44.235955196369886,0.189927601614164,31.91327442323067,28.794659783010236,26.99438210802099,0.04786093494749735,0.3733595207391225,0.2486627692305233,3.091292144628211,0.2755942682808307,65.09333788585896,0.7214329221910767,7.93564319329417,12.821803418251132,31.91327442323067
VF45_B3,VF45_B3. BCC,B3,bcl,B,45,16.202567114094,0.494871941907756,30.0,New_VF45.xlsx,Sheet1,3,159,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.6546269758342406,341,1000,5.865102639296188,2.486312365856443,5.865102639296188,2.486312365856443,5.196152422706632,0,35.26438968275545,7.958078640513121e-13,5.196152422706632,0,35.26438968275465,0,2.496829764406627,0,2.496829764406627,0,35.26438968275545,7.958078640513121e-13,35.26438968275465,0,35.26438968275545,7.958078640513121e-13,35.26438968275465,0,1,-17,5196.152422706627,1.04055,0,2.0811,33972.28071217047,1.922060448801114,17674.9283475245,30,30,30,7.979727989493313e-17,8.673617379884035e-17,2.081668171172169e-17,186.57,10.867008861011955,0.0592929161487001,5.514160318877731,5.599945103815484,10.709841377484922,0.05802624948203344,0.3677309996753066,0.20821587976140657,1.0552673893957891,0.2050262494820334,51.531614406855354,0.5074220872922195,1.148135741940565,1.9132563879602689,5.514160318877731
VF45_B4,VF45_B4. BCC2,B4,bcl,B,45,17.292106141522034,0.5281495262862588,30.0,New_VF45.xlsx,Sheet1,4,162,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.6662645861448088,881,2500,5.675368898978434,6.05984881159924,5.675368898978434,6.05984881159924,4.624045381354223,0.4672168959143087,32.36628916441202,15.95579391949858,4.530534128284136,0.4010610537484269,31.62644076847501,16.76561613782406,3.285056394823973,0.3319244784841637,3.218623279542581,0.2849254431290331,32.36628916441202,15.95579391949858,31.62644076847501,16.76561613782406,32.36628916441202,15.95579391949858,31.62644076847501,16.76561613782406,1,-137,11560.11345338552,0.7038,0,1.4076,51120.04497274749,2.84171639670361,17989.14382590984,30,30,30,3.642919299551295e-17,-5.204170427930421e-18,6.938893903907228e-18,376.74,18.134595036229552,0.06428547864112596,8.659556509002252,8.663653277427828,16.746099360601765,0.046418811974459295,0.3293720077952538,0.34561557601466236,4.123411400349179,0.34545214530779267,47.77417560259526,0.47751584701517,2.992877610890332,4.673097356255666,8.659556509002252
VF45_B5,VF45_B5. FCC,B5,bcl,B,45,17.6081031613977,0.5378009634790043,30.0,New_VF45.xlsx,Sheet1,5,165,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7495524957277798,666,2800,8.408408408408409,2.308830030479394,8.408408408408409,2.308830030479394,4.242640687119285,0,35.35714285714099,18.46466564958602,4.242640687119285,0,36.1936936936937,8.5248432626002,2.880682709089065,0,2.880682709089065,0,27.32142857142728,21.97734803224887,26.90315315315316,5.535922113947847,27.32142857142728,21.97734803224884,26.90315315315316,5.535922113947847,1,808,11879.39392393435,0.736395,0,1.47279,54964.84192491818,2.715933704058284,20237.91738465006,30,30,30,5.377642775528102e-17,3.816391647148976e-17,3.408731630294426e-16,421.4,25.22618512786712,0.0759516364690316,14.808508092277702,13.922004882085236,20.494984149749534,0.05061830313569826,0.42426052557083427,0.2284388079327134,6.5493044107566565,0.24298496980236492,55.18870495684158,0.5870292324113204,3.382837935861858,5.187192705032981,14.808508092277702
VF45_C1,VF45_C1. SC+FCC,C1,bcl,C,45,17.7562188227469,0.5423248321007301,30.0,New_VF45.xlsx,Sheet1,6,168,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7775037860020123,666,3340,10.03003003003003,3.497668267198523,10.03003003003003,3.497668267198523,4.526764647884431,0.6470755942755623,34.20913765637215,25.66015210277854,4.463207075045331,0.3218293948774661,36.1936936936937,8.841568619718874,3.404606383787929,0.4866693699425106,3.356804358487764,0.242049785557661,27.89543117181107,27.68459197936368,26.90315315315316,6.012222272753585,27.89543117181105,27.68459197936368,26.90315315315316,6.012222272753585,1,1348,15119.39392393467,0.6648000000000001,0,1.3296,63154.63965720314,3.008423586040914,20992.60222205433,30,30,30,6.95450641519102e-15,1.821459649775647e-16,-8.673617379884035e-18,379.15,23.602090928454036,0.09413802557435272,11.880492656762954,11.484291697995712,18.869379987071323,0.05167135890768605,0.714866363939856,0.27057018813977635,1.536594461487893,0.2799046922410194,48.65794192899479,0.5033661082306973,3.2145071333335835,4.887960295286556,11.880492656762954
VF45_C10,VF45_C10. SC8+BCC,C10,bcl,C,45,17.54474649766511,0.5358658728854369,30.0,New_VF45.xlsx,Sheet1,15,195,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7287284203594353,1331,4630,6.95717505634861,3.053724335044834,6.95717505634861,3.053724335044834,3.474330976826487,0.9038194965820315,31.70050428998286,34.99462836546444,3.278300307009656,0.4860153843005604,30.84188422820155,5.512555544720079,2.784052900641447,0.7242491598811094,2.626969491329436,0.3894541278431339,31.70050428998285,34.99462836546432,30.84188422820155,5.512555544720079,31.70050428998286,34.99462836546445,30.84188422820155,5.512555544720079,1,643,16086.15242270639,0.6239699999999999,0,1.24794,63066.06839977804,3.205282305239034,19675.66734970475,30,30,30,-1.327063459122257e-16,2.688821387764051e-17,-2.602085213965211e-18,539.78,31.786561143771333,0.13399733605902775,25.61135876925633,22.60524373661009,22.72542140480977,0.04409733605902775,0.3119397533775282,0.17920008887348424,1.6380550100182225,0.20303066939236109,71.11572602763181,0.805729146144988,4.589557767621424,7.062972368524658,25.61135876925633
VF45_C11,VF45_C11. SC+DGR+BCC,C11,bcl,C,45,16.42709441489362,0.5017296367764525,30.0,New_VF45.xlsx,Sheet1,16,198,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7789051799077963,791,3340,8.445006321112515,6.75009214892266,8.445006321112515,6.75009214892266,4.812247203449505,0.6687310106600088,31.70190579000287,24.13957546141946,4.598125880265186,0.4144631709077064,31.19387313324934,16.28862054634562,3.728343252951457,0.5181069563189604,3.562450322506187,0.321110055556361,31.70190579000283,24.13957546141942,31.19387313324934,16.28862054634562,31.70190579000287,24.13957546141947,31.19387313324934,16.28862054634562,1,973,16072.9056595216,0.6453599999999999,0,1.29072,65174.28987700045,3.099045493987852,21030.4398575105,30,30,30,3.469446951953614e-16,-1.400789206851272e-15,-1.448494102440634e-16,464.93,41.50088154250221,0.720640944547304,16.249600248516902,15.120821367595893,20.83902322918601,0.04680761121397065,0.42711929306967805,0.21083529009508034,1.218008796604921,0.22657427788063733,36.43494018822284,0.39154831522976763,3.4259891823251505,5.631045003242473,16.249600248516902
VF45_C12,VF45_C12. SC2+DGR+BCC,C12,bcl,C,45,17.426328986960886,0.5322490692600961,30.0,New_VF45.xlsx,Sheet1,17,201,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7763597961253236,791,4090,10.34134007585335,6.331140455537716,10.34134007585335,6.331140455537716,4.479928034112798,0.9257995123020916,31.49291666466051,27.06491625963296,4.245162148317644,0.4809892780913193,30.9424923037586,6.408107441449696,3.711929765608417,0.7670888327964964,3.517410016006003,0.3985328346104229,31.49291666466048,27.06491625963295,30.9424923037586,6.408107441449696,31.49291666466051,27.06491625963295,30.9424923037586,6.408107441449696,1,1723,18322.90565952183,0.6034499999999999,0,1.2069,69472.91240495066,3.314276244925015,20961.71449538374,30,30,30,-3.694961003830599e-15,-4.77048955893622e-17,8.673617379884035e-19,306.12,93.64872072718792,0.8246271492673465,12.774237132736662,12.19271026417798,18.642065895982796,0.06289381593401318,0.4948031457064646,0.329320335968337,4.42566402009894,0.34502714926734646,13.019622873116532,0.13640589036928583,4.206816064292044,6.517955320416224,12.774237132736662
VF45_C13,VF45_C13. SC8+DGR+BCC2,C13,bcl,C,45,18.41810431293882,0.5625406754016913,30.0,New_VF45.xlsx,Sheet1,18,204,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.777894235513443,1331,7430,11.16453794139745,5.751297087492261,11.16453794139745,5.751297087492261,3.763868956479223,0.8047634011106486,33.25379595245317,29.19786807751992,3.580985888407077,0.3828470556421007,32.82432006575667,8.246093047896274,3.849009036363587,0.8229674409034328,3.661989087011778,0.3915071947908751,29.84033088808686,30.23704962645375,29.3071851298972,8.96865444793552,29.84033088808686,30.23704962645374,29.3071851298972,8.96865444793552,1,3443,27965.54634664239,0.4889399999999999,0,0.9778799999999997,85912.97238459924,4.090481449666629,21003.14435886296,30,30,30,-2.467644144577008e-16,-8.716985466783456e-17,-5.854691731421724e-17,339.18,30.200285298050137,0.14995146544648646,18.2698782731768,16.621750630381726,21.549059032160038,0.0655181321131531,0.5921468970025702,0.2597615113508912,1.599884309445429,0.28551813211315313,55.03838942692008,0.6049571417246308,4.745811192437216,6.957116759610703,18.2698782731768
VF45_C14,VF45_C14. SC8+FCC+BCC,C14,bcl,C,45,17.845508982035934,0.5450520045425692,30.0,New_VF45.xlsx,Sheet1,19,207,eligible_exact_model_label_join,Imported,"B, C, L model_30 mm_merge.xlsx",0.45,0.7807982133176415,1331,8430,12.6671675432006,5.902054900316013,12.6671675432006,5.902054900316013,3.820662756080654,0.7712181777321188,34.80107097166095,27.49541757304076,3.655301962978384,0.3852872814382757,34.83987515172068,5.483992517658941,4.185193072714047,0.8448002823223997,4.004055168121792,0.4220476300123515,28.87342187051017,29.43966420029827,28.2994075869152,6.301502641635454,28.87342187051017,29.4396642002983,28.2994075869152,6.301502641635454,1,4443,32208.18703376242,0.45645,0,0.9129,92371.78994227767,4.381640924526234,21081.55175957632,30,30,30,1.301042606982605e-18,-2.233456475320139e-17,-6.505213034913027e-19,444.72,33.16706961375075,0.7329817782879237,20.135433366703317,18.07825318413546,19.039977270585858,0.044781778287923533,0.38022050477799096,0.2009784835054014,2.752030975941211,0.2238484449545902,54.50663382284575,0.6070911178223403,4.0467888627640916,6.122733703175385,20.135433366703317
